지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C)
155,창원,2007-08-18,28.1,24.8,31.8
155,창원,2007-08-19,27.2,23.2,32.9
155,창원,2007-08-20,27.8,23.7,32.6
155,창원,2007-08-21,28.6,24.9,33.6
155,창원,2007-08-22,26.7,24,32.4
155,창원,2007-08-23,26.6,24,30.4
155,창원,2007-08-24,27.2,23.5,32
155,창원,2007-08-25,28.2,23.8,33.9
155,창원,2007-08-26,28.2,24.6,32.8
155,창원,2007-08-27,26.9,24.3,32.8
155,창원,2007-08-28,25.8,23.4,29.3
155,창원,2007-08-29,23.5,22.2,24.6
155,창원,2007-08-30,22.4,20.4,25.9
155,창원,2007-08-31,22.2,19.6,24.7
155,창원,2007-09-01,19.6,18.3,22.4
155,창원,2007-09-02,20.8,18.7,23.3
155,창원,2007-09-03,23.8,20.5,28.3
155,창원,2007-09-04,21.8,19.6,24.4
155,창원,2007-09-05,21.2,19.6,22.3
155,창원,2007-09-06,21.2,19.6,23.7
155,창원,2007-09-07,21.7,18.5,26
155,창원,2007-09-08,23.8,20.6,29.2
155,창원,2007-09-09,22.3,19.3,26.7
155,창원,2007-09-10,24,18.8,30.4
155,창원,2007-09-11,23.6,20.6,27.5
155,창원,2007-09-12,23,19.2,29.6
155,창원,2007-09-13,23.8,19.7,28.3
155,창원,2007-09-14,21.6,20.1,23.1
155,창원,2007-09-15,22.5,21.3,24.8
155,창원,2007-09-16,22.8,21.1,26.4
155,창원,2007-09-17,23.7,21.2,28.2
155,창원,2007-09-18,23,20.5,25.1
155,창원,2007-09-19,25.9,22.3,30
155,창원,2007-09-20,27.1,24.8,30.7
155,창원,2007-09-21,26.5,23.5,30.6
155,창원,2007-09-22,24.1,21,28.5
155,창원,2007-09-23,20.6,19.6,21.4
155,창원,2007-09-24,20,18.3,23.1
155,창원,2007-09-25,21.8,18.7,27.7
155,창원,2007-09-26,20.9,17.2,26.4
155,창원,2007-09-27,22.4,18.2,27.6
155,창원,2007-09-28,21.5,19.8,24.6
155,창원,2007-09-29,20.1,18,22.9
155,창원,2007-09-30,19.5,17.5,22.4
155,창원,2007-10-01,20.6,18.2,25.2
155,창원,2007-10-02,21.2,17.7,25.6
155,창원,2007-10-03,21.7,19.4,26.1
155,창원,2007-10-04,22.2,18.6,27.2
155,창원,2007-10-05,21.4,18.9,25.1
155,창원,2007-10-06,20.3,15.9,25.2
155,창원,2007-10-07,19.8,16.3,23.6
155,창원,2007-10-08,19.6,16.2,23.6
155,창원,2007-10-09,18.6,15.8,22.2
155,창원,2007-10-10,18.4,15.7,22.9
155,창원,2007-10-11,18.3,14.7,23.3
155,창원,2007-10-12,17.6,15.6,20.3
155,창원,2007-10-13,17.7,14.7,21
155,창원,2007-10-14,17.8,14,23.4
155,창원,2007-10-15,16.9,13.1,22
155,창원,2007-10-16,16.2,13.6,21
155,창원,2007-10-17,16.1,11.9,21.2
155,창원,2007-10-18,15.8,10.5,21.5
155,창원,2007-10-19,14.8,9.6,21.2
155,창원,2007-10-20,10.7,7,14.4
155,창원,2007-10-21,12.2,6.2,18.7
155,창원,2007-10-22,14.4,9.7,20.5
155,창원,2007-10-23,16.4,11.9,22.3
155,창원,2007-10-24,16.6,12.1,22.1
155,창원,2007-10-25,16.5,14.1,19.8
155,창원,2007-10-26,17.1,15.2,21
155,창원,2007-10-27,15.9,12.1,20.2
155,창원,2007-10-28,15.5,9.6,21
155,창원,2007-10-29,14.6,12.4,17.9
155,창원,2007-10-30,12.6,9.1,17.6
155,창원,2007-10-31,13.6,8.4,17.7
155,창원,2007-11-01,13,9.4,15.6
155,창원,2007-11-02,10.7,6.3,15.6
155,창원,2007-11-03,11.8,6.3,17.2
155,창원,2007-11-04,13.3,8.7,18.1
155,창원,2007-11-05,13.8,11.6,15.6
155,창원,2007-11-06,14,10.8,17.8
155,창원,2007-11-07,13.4,8.7,19.9
155,창원,2007-11-08,13.7,9.7,19.2
155,창원,2007-11-09,14.7,10.8,19.8
155,창원,2007-11-10,12.8,10.2,17.3
155,창원,2007-11-11,10.7,7.5,14.3
155,창원,2007-11-12,10.1,7.1,15.1
155,창원,2007-11-13,10.6,5.8,16.5
155,창원,2007-11-14,12.2,8.8,17.4
155,창원,2007-11-15,12.7,7.9,18.5
155,창원,2007-11-16,9.8,7.2,13.3
155,창원,2007-11-17,8.5,2.6,14.2
155,창원,2007-11-18,4.9,.4,10.2
155,창원,2007-11-19,2.9,-2.3,9.1
155,창원,2007-11-20,6.8,1.5,11.6
155,창원,2007-11-21,5.6,.5,11.1
155,창원,2007-11-22,6.2,2.1,10.9
155,창원,2007-11-23,8.1,2.9,13.6
155,창원,2007-11-24,10,4.9,16.4
155,창원,2007-11-25,9,4.4,15.5
155,창원,2007-11-26,10.7,5.3,16
155,창원,2007-11-27,7.2,5.1,9.7
155,창원,2007-11-28,6.8,2.5,12.7
155,창원,2007-11-29,10.8,5.6,16.1
155,창원,2007-11-30,6.5,4.3,10.1
155,창원,2007-12-01,6,1.7,11
155,창원,2007-12-02,6.7,4.5,10
155,창원,2007-12-03,5.7,2.1,10.5
155,창원,2007-12-04,2.4,0,6.8
155,창원,2007-12-05,1.9,-1.3,6.7
155,창원,2007-12-06,3.6,.4,6.7
155,창원,2007-12-07,6,1.8,9.8
155,창원,2007-12-08,4.9,1.5,10.3
155,창원,2007-12-09,4.5,.7,9.3
155,창원,2007-12-10,5.8,1.1,9
155,창원,2007-12-11,8.8,5.4,15.3
155,창원,2007-12-12,6.8,5.3,7.9
155,창원,2007-12-13,5.6,1.7,10
155,창원,2007-12-14,3.6,.8,7.8
155,창원,2007-12-15,4.7,-.5,11.1
155,창원,2007-12-16,3.2,0,6.9
155,창원,2007-12-17,5.1,.7,9.9
155,창원,2007-12-18,4.8,1.2,9.5
155,창원,2007-12-19,3.5,.7,8
155,창원,2007-12-20,4.8,-.6,11.5
155,창원,2007-12-21,5.6,2.9,7.8
155,창원,2007-12-22,8.4,5.2,10.9
155,창원,2007-12-23,8.2,5.1,13.4
155,창원,2007-12-24,6,2.6,9.9
155,창원,2007-12-25,8.7,5.6,11.8
155,창원,2007-12-26,9.5,5.3,14.2
155,창원,2007-12-27,8.1,3.9,12.2
155,창원,2007-12-28,8,7.1,9.5
155,창원,2007-12-29,5.1,1.8,9.5
155,창원,2007-12-30,.3,-1.4,3.3
155,창원,2007-12-31,-.3,-3.1,3.8
155,창원,2008-01-01,-.8,-3.1,3.9
155,창원,2008-01-02,.4,-3.9,5.3
155,창원,2008-01-03,3.8,-.6,9.6
155,창원,2008-01-04,3.8,0,8.9
155,창원,2008-01-05,4.2,1.1,8.9
155,창원,2008-01-06,4.6,-.6,10.3
155,창원,2008-01-07,6.4,1.9,12
155,창원,2008-01-08,6.5,2.4,9.7
155,창원,2008-01-09,6,2.2,11.2
155,창원,2008-01-10,6.9,2.4,11.9
155,창원,2008-01-11,6.3,5,8.3
155,창원,2008-01-12,5.3,2.8,6.7
155,창원,2008-01-13,3.6,1.7,5.9
155,창원,2008-01-14,3.7,1.2,8
155,창원,2008-01-15,2.8,-.2,6.7
155,창원,2008-01-16,-.6,-3.9,2.4
155,창원,2008-01-17,-1.8,-7,2.9
155,창원,2008-01-18,1.4,-1.4,5.1
155,창원,2008-01-19,2.7,-1.1,7.1
155,창원,2008-01-20,4.1,2.8,5.8
155,창원,2008-01-21,4.6,3.8,5.7
155,창원,2008-01-22,4.7,3.7,6.4
155,창원,2008-01-23,3.2,-1.2,7
155,창원,2008-01-24,-1.7,-5.3,2.7
155,창원,2008-01-25,-.7,-4.6,4.4
155,창원,2008-01-26,2.2,-.1,5.4
155,창원,2008-01-27,3,-.8,8.1
155,창원,2008-01-28,1.9,.7,3.7
155,창원,2008-01-29,2.7,.4,5.8
155,창원,2008-01-30,1.6,-1.1,6.6
155,창원,2008-01-31,0,-3.3,3.9
155,창원,2008-02-01,.6,-3.6,5.3
155,창원,2008-02-02,2.4,.6,4.8
155,창원,2008-02-03,3,.5,8.2
155,창원,2008-02-04,1.6,-1.3,8.2
155,창원,2008-02-05,0,-3.4,3.6
155,창원,2008-02-06,1,-2,5
155,창원,2008-02-07,.5,-3.5,6.3
155,창원,2008-02-08,.6,-3.2,5.7
155,창원,2008-02-09,1.3,-.7,5
155,창원,2008-02-10,3.3,-2.6,9.2
155,창원,2008-02-11,4.5,1,7.9
155,창원,2008-02-12,-.6,-4.6,3.6
155,창원,2008-02-13,-2.3,-7.2,2.3
155,창원,2008-02-14,1.5,-2.9,7.4
155,창원,2008-02-15,2,-2.1,8
155,창원,2008-02-16,.5,-5,6.4
155,창원,2008-02-17,.8,-3.1,5
155,창원,2008-02-18,2.1,-2.6,7.2
155,창원,2008-02-19,3.8,-.7,9.5
155,창원,2008-02-20,6.6,1.2,12.8
155,창원,2008-02-21,6,.4,12.4
155,창원,2008-02-22,7.2,1.4,13.2
155,창원,2008-02-23,3.5,-1.7,8.7
155,창원,2008-02-24,1.6,-2.5,6.4
155,창원,2008-02-25,3.2,-1.2,8.6
155,창원,2008-02-26,2.4,-.1,6.2
155,창원,2008-02-27,4.2,-1.5,10.4
155,창원,2008-02-28,5,.2,12
155,창원,2008-02-29,7.6,.4,14.4
155,창원,2008-03-01,6.4,1.3,11.4
155,창원,2008-03-02,7.8,2.4,14.8
155,창원,2008-03-03,7.1,3.5,10.8
155,창원,2008-03-04,4,1.1,8.5
155,창원,2008-03-05,5,0,10.9
155,창원,2008-03-06,7,.6,13.5
155,창원,2008-03-07,6.7,2.6,11.4
155,창원,2008-03-08,7.1,2.3,14.4
155,창원,2008-03-09,8.5,4.1,14.2
155,창원,2008-03-10,9.5,4.6,16.5
155,창원,2008-03-11,10.8,5.6,18.4
155,창원,2008-03-12,10.8,6.7,16.6
155,창원,2008-03-13,10.9,6.1,16.5
155,창원,2008-03-14,10.6,7.4,16.3
155,창원,2008-03-15,9.8,5,14.7
155,창원,2008-03-16,10.9,6.5,16.6
155,창원,2008-03-17,10.7,4.9,16.3
155,창원,2008-03-18,10.8,6.6,16.1
155,창원,2008-03-19,10.1,7.6,13.3
155,창원,2008-03-20,9.6,5.3,14.9
155,창원,2008-03-21,9.8,2.8,16.5
155,창원,2008-03-22,10.6,5.9,14.8
155,창원,2008-03-23,10.9,8.1,13.9
155,창원,2008-03-24,11.6,7.3,17.3
155,창원,2008-03-25,9.8,5.3,15.3
155,창원,2008-03-26,8.4,4.4,13.7
155,창원,2008-03-27,8.2,5,15
155,창원,2008-03-28,8.5,3,14.6
155,창원,2008-03-29,9.2,6.2,12.7
155,창원,2008-03-30,8.2,5.8,11
155,창원,2008-03-31,9.4,5.3,13.9
155,창원,2008-04-01,10.8,5,17.8
155,창원,2008-04-02,12.2,8.3,18.4
155,창원,2008-04-03,13.2,6.4,19.7
155,창원,2008-04-04,13.5,8.2,19.6
155,창원,2008-04-05,14.4,9.4,19.9
155,창원,2008-04-06,14.4,9.2,20.7
155,창원,2008-04-07,12.8,9.2,19.3
155,창원,2008-04-08,14.5,9.2,19.4
155,창원,2008-04-09,12.1,11,13.8
155,창원,2008-04-10,12.5,10.9,14.5
155,창원,2008-04-11,12.3,7.5,18.1
155,창원,2008-04-12,13.4,9.8,18.8
155,창원,2008-04-13,13,10.3,18.5
155,창원,2008-04-14,13.3,9.9,19.8
155,창원,2008-04-15,14.7,9.3,21.3
155,창원,2008-04-16,13.4,11.4,14.4
155,창원,2008-04-17,15,13.5,16.4
155,창원,2008-04-18,15.4,11.7,22.5
155,창원,2008-04-19,15.3,10.9,22.2
155,창원,2008-04-20,17,10.5,21.4
155,창원,2008-04-21,17.2,12.7,22.6
155,창원,2008-04-22,17.1,14.1,21.9
155,창원,2008-04-23,13.6,9.9,15.7
155,창원,2008-04-24,12.5,7.3,19.3
155,창원,2008-04-25,13.9,7.3,20.2
155,창원,2008-04-26,13.9,10.2,17.2
155,창원,2008-04-27,12.7,6.8,17.4
155,창원,2008-04-28,13.8,9.1,18.2
155,창원,2008-04-29,16.9,10.2,23.7
155,창원,2008-04-30,18.2,14.3,24.7
155,창원,2008-05-01,17.7,13.8,23.6
155,창원,2008-05-02,19.6,14.4,27.6
155,창원,2008-05-03,21.2,15.1,30.5
155,창원,2008-05-04,18.2,15.7,21.5
155,창원,2008-05-05,17.4,12.2,24.1
155,창원,2008-05-06,17.4,10.6,24.2
155,창원,2008-05-07,18.4,11.7,25.3
155,창원,2008-05-08,18.4,13.6,25
155,창원,2008-05-09,17.8,15.4,20.3
155,창원,2008-05-10,14.3,11.7,16.8
155,창원,2008-05-11,15.1,10.5,20.9
155,창원,2008-05-12,15.2,9.7,20.4
155,창원,2008-05-13,13.1,9.9,19.9
155,창원,2008-05-14,13.9,10.1,19.3
155,창원,2008-05-15,15.6,10.9,22.3
155,창원,2008-05-16,17.8,12.3,23
155,창원,2008-05-17,18.9,14.6,24.9
155,창원,2008-05-18,19.5,14.3,22.9
155,창원,2008-05-19,17.4,13.6,21.6
155,창원,2008-05-20,16.3,10.2,23.4
155,창원,2008-05-21,18.2,12.8,25.2
155,창원,2008-05-22,19.4,15.3,24.6
155,창원,2008-05-23,20.4,15.5,25.5
155,창원,2008-05-24,17.7,16.9,18.9
155,창원,2008-05-25,22.5,16.3,29.6
155,창원,2008-05-26,21.8,17,30.5
155,창원,2008-05-27,20.7,15.3,26.2
155,창원,2008-05-28,18.5,16.7,20.2
155,창원,2008-05-29,20.6,17.6,25.2
155,창원,2008-05-30,19.3,16.9,22.4
155,창원,2008-05-31,19.4,13.6,26.5
155,창원,2008-06-01,20.1,14.4,25.5
155,창원,2008-06-02,20.1,17.2,23.7
155,창원,2008-06-03,19.6,17.3,22.7
155,창원,2008-06-04,17.8,15.4,19.9
155,창원,2008-06-05,17.3,14.9,20.3
155,창원,2008-06-06,19.6,15.6,24.6
155,창원,2008-06-07,20.4,16.4,25.8
155,창원,2008-06-08,20.3,16.7,25.4
155,창원,2008-06-09,20.8,16.8,26.7
155,창원,2008-06-10,22.5,18.8,27.4
155,창원,2008-06-11,21.5,19.1,23.9
155,창원,2008-06-12,21.2,15.4,28.2
155,창원,2008-06-13,22.7,16.2,30
155,창원,2008-06-14,21.4,16.6,26.9
155,창원,2008-06-15,19.6,17.2,22.9
155,창원,2008-06-16,19.8,15.7,23.9
155,창원,2008-06-17,20.3,17.3,23.2
155,창원,2008-06-18,22.8,19.1,25.1
155,창원,2008-06-19,23.7,20.4,28.4
155,창원,2008-06-20,23,20.8,26.7
155,창원,2008-06-21,21.2,20.3,22.6
155,창원,2008-06-22,22,18.7,25.3
155,창원,2008-06-23,20.2,17.8,24.1
155,창원,2008-06-24,20.4,18.2,23.5
155,창원,2008-06-25,20.8,18,24
155,창원,2008-06-26,19.9,16.2,24.4
155,창원,2008-06-27,21.4,17.9,25.8
155,창원,2008-06-28,18.6,17.3,20.4
155,창원,2008-06-29,20,18.2,22.2
155,창원,2008-06-30,21.4,19.2,26.5
155,창원,2008-07-01,20.8,19.4,23.8
155,창원,2008-07-02,21.3,19.7,22.5
155,창원,2008-07-03,24.3,21,28.4
155,창원,2008-07-04,24.6,22.1,27.8
155,창원,2008-07-05,24.8,22.5,28.7
155,창원,2008-07-06,25.8,24,29
155,창원,2008-07-07,27.7,23.8,32.7
155,창원,2008-07-08,27.8,24.2,34.3
155,창원,2008-07-09,26.3,23.5,30.5
155,창원,2008-07-10,27.2,23.3,32.3
155,창원,2008-07-11,26.3,23.7,30.5
155,창원,2008-07-12,25.8,24.5,28.2
155,창원,2008-07-13,26.2,23.8,29.1
155,창원,2008-07-14,27.6,25.3,32.5
155,창원,2008-07-15,26.9,24.4,30.3
155,창원,2008-07-16,27.2,24.3,31.2
155,창원,2008-07-17,27.8,24.6,32
155,창원,2008-07-18,28.5,24.7,34.1
155,창원,2008-07-19,28.1,25,31.9
155,창원,2008-07-20,26.8,25,28.8
155,창원,2008-07-21,26.8,24.8,30.8
155,창원,2008-07-22,26.9,24.5,30.8
155,창원,2008-07-23,27.3,23.8,31.5
155,창원,2008-07-24,28.4,25.9,32.6
155,창원,2008-07-25,26.5,25,28.8
155,창원,2008-07-26,25.3,23.6,27.6
155,창원,2008-07-27,26.3,23.5,30
155,창원,2008-07-28,28.1,25.2,32.1
155,창원,2008-07-29,28.8,24.9,33.2
155,창원,2008-07-30,27.8,25,32.4
155,창원,2008-07-31,28.4,24.8,33.6
155,창원,2008-08-01,28.5,24.7,32.8
155,창원,2008-08-02,28.2,25.6,32.5
155,창원,2008-08-03,27.7,24.1,31.9
155,창원,2008-08-04,26,23,29.9
155,창원,2008-08-05,26.3,22.9,31.2
155,창원,2008-08-06,26.3,23.3,30.6
155,창원,2008-08-07,26.6,22.3,32
155,창원,2008-08-08,26.9,24.3,31.5
155,창원,2008-08-09,27.8,24.8,31.5
155,창원,2008-08-10,28.6,24.6,33.6
155,창원,2008-08-11,28.7,26.2,33.1
155,창원,2008-08-12,27.5,25.2,32
155,창원,2008-08-13,27.9,24.5,32.1
155,창원,2008-08-14,27.6,24,32
155,창원,2008-08-15,27,23,32.5
155,창원,2008-08-16,23.8,21.8,26.4
155,창원,2008-08-17,24.3,21.2,29.3
155,창원,2008-08-18,26.7,22.7,31
155,창원,2008-08-19,27.3,23.7,32.3
155,창원,2008-08-20,25.7,22.3,30.6
155,창원,2008-08-21,22.8,20.7,27.1
155,창원,2008-08-22,22.7,19.8,26
155,창원,2008-08-23,26.1,23.5,30.9
155,창원,2008-08-24,24,21.4,28.4
155,창원,2008-08-25,23.1,19.5,27
155,창원,2008-08-26,23.4,20.4,27.6
155,창원,2008-08-27,23.6,20.1,28.9
155,창원,2008-08-28,23.6,19.3,29.4
155,창원,2008-08-29,23.8,20,29.1
155,창원,2008-08-30,23.9,19.7,28.1
155,창원,2008-08-31,24,19.6,28.9
155,창원,2008-09-01,25.3,23.9,27.6
155,창원,2008-09-02,24,21.7,26.7
155,창원,2008-09-03,23.7,20.6,28.9
155,창원,2008-09-04,23.2,19.5,28.9
155,창원,2008-09-05,23.7,19.6,27.9
155,창원,2008-09-06,23.1,20.8,27.2
155,창원,2008-09-07,23.7,20.2,30.2
155,창원,2008-09-08,23.7,18.4,29.1
155,창원,2008-09-09,23.2,19.9,28.5
155,창원,2008-09-10,23.2,18.8,27.9
155,창원,2008-09-11,25.4,21.5,31.4
155,창원,2008-09-12,25.5,23.1,30.1
155,창원,2008-09-13,25.8,22.3,30.8
155,창원,2008-09-14,25.1,22.2,29.4
155,창원,2008-09-15,24.2,21.8,27.3
155,창원,2008-09-16,24.1,20.5,30.5
155,창원,2008-09-17,24.7,20.5,29.9
155,창원,2008-09-18,26.4,23,31.2
155,창원,2008-09-19,26.3,22.4,31.8
155,창원,2008-09-20,24.8,22.4,28.5
155,창원,2008-09-21,22.9,20.5,26.2
155,창원,2008-09-22,23.1,19.3,27.4
155,창원,2008-09-23,24.4,21.1,28.4
155,창원,2008-09-24,22.7,20.5,24.1
155,창원,2008-09-25,23.7,20.3,29.5
155,창원,2008-09-26,19.3,14.4,24
155,창원,2008-09-27,16.6,12,20.6
155,창원,2008-09-28,17.8,15.4,20.2
155,창원,2008-09-29,16.8,15.4,18.1
155,창원,2008-09-30,19.3,15.9,22.6
155,창원,2008-10-01,21.3,16.5,27.1
155,창원,2008-10-02,19.7,15.5,25.6
155,창원,2008-10-03,20.8,15.6,28.2
155,창원,2008-10-04,21.4,17.3,27.7
155,창원,2008-10-05,21,19.2,23.7
155,창원,2008-10-06,21.7,18,26
155,창원,2008-10-07,19.7,17.3,23.8
155,창원,2008-10-08,20,15.6,25.7
155,창원,2008-10-09,20.7,17.3,26.2
155,창원,2008-10-10,21,17.9,25.2
155,창원,2008-10-11,18.2,15.1,24.3
155,창원,2008-10-12,17.3,13.5,22.7
155,창원,2008-10-13,18.1,12.9,23.6
155,창원,2008-10-14,19,13.4,25.2
155,창원,2008-10-15,19.2,14.7,26.2
155,창원,2008-10-16,19.1,14.1,25.4
155,창원,2008-10-17,19.8,14.8,27.5
155,창원,2008-10-18,19.6,15.5,28.4
155,창원,2008-10-19,19.6,14.1,25.7
155,창원,2008-10-20,20,16.1,27.1
155,창원,2008-10-21,19.9,15,25
155,창원,2008-10-22,18.2,16.8,20.5
155,창원,2008-10-23,19.8,17.2,22.9
155,창원,2008-10-24,17.4,13,22.9
155,창원,2008-10-25,13.9,9.8,18
155,창원,2008-10-26,17.3,14,22.2
155,창원,2008-10-27,14.5,11.3,19.1
155,창원,2008-10-28,14.5,9.3,19.6
155,창원,2008-10-29,15.7,12.7,19.8
155,창원,2008-10-30,16,12.3,21
155,창원,2008-10-31,14.6,11.3,18.8
155,창원,2008-11-01,14,10.1,18.7
155,창원,2008-11-02,15.7,10.8,20.4
155,창원,2008-11-03,16,12.7,20.4
155,창원,2008-11-04,13.6,8.7,18.8
155,창원,2008-11-05,13.9,8.4,20.2
155,창원,2008-11-06,15.7,12.2,17.9
155,창원,2008-11-07,15.9,13.3,18.9
155,창원,2008-11-08,14.1,12.9,15.6
155,창원,2008-11-09,13.2,10.9,16.8
155,창원,2008-11-10,12.4,7.7,17.2
155,창원,2008-11-11,12.2,7.7,17
155,창원,2008-11-12,13.1,8.2,19
155,창원,2008-11-13,14,9.2,19.7
155,창원,2008-11-14,14,10.1,19.1
155,창원,2008-11-15,14.3,9.9,20
155,창원,2008-11-16,14.7,11.3,18.4
155,창원,2008-11-17,10.5,7.9,15
155,창원,2008-11-18,4.5,.9,8.9
155,창원,2008-11-19,1.8,-1.3,6.6
155,창원,2008-11-20,4.4,-2.1,10.6
155,창원,2008-11-21,9.4,4.8,14.9
155,창원,2008-11-22,7.7,2.8,12
155,창원,2008-11-23,10.6,6.5,16.1
155,창원,2008-11-24,8.3,5.7,10.7
155,창원,2008-11-25,7.4,3.1,12.3
155,창원,2008-11-26,7.9,3.8,13.3
155,창원,2008-11-27,6.1,4.3,8.4
155,창원,2008-11-28,7.2,3.1,12.2
155,창원,2008-11-29,7.2,3.3,13.2
155,창원,2008-11-30,5.5,1.3,10.6
155,창원,2008-12-01,6.9,1.2,14
155,창원,2008-12-02,10.6,5,18.2
155,창원,2008-12-03,10.6,6.4,15.7
155,창원,2008-12-04,12.2,9,16.3
155,창원,2008-12-05,1.8,-4.9,9
155,창원,2008-12-06,-3.6,-7.3,.3
155,창원,2008-12-07,.8,-5.1,5.7
155,창원,2008-12-08,6.7,1.3,14.5
155,창원,2008-12-09,9.3,3.8,15.6
155,창원,2008-12-10,11.6,5.4,18.8
155,창원,2008-12-11,11.6,6.1,15
155,창원,2008-12-12,6.6,3.5,11.8
155,창원,2008-12-13,8,4.8,10.8
155,창원,2008-12-14,3.5,.2,7.2
155,창원,2008-12-15,4.4,.1,8.5
155,창원,2008-12-16,5.1,.3,11.1
155,창원,2008-12-17,7.8,1,15
155,창원,2008-12-18,6.5,3.7,9.9
155,창원,2008-12-19,5.4,-.6,11.3
155,창원,2008-12-20,7.9,3.7,12.4
155,창원,2008-12-21,4.5,2.9,7
155,창원,2008-12-22,1,-1.5,3.7
155,창원,2008-12-23,2.2,-3,7.6
155,창원,2008-12-24,3.3,-.4,6.9
155,창원,2008-12-25,3.6,-.4,9
155,창원,2008-12-26,.6,-3.3,4.9
155,창원,2008-12-27,2.3,-2,7.2
155,창원,2008-12-28,4.5,.6,8
155,창원,2008-12-29,6.4,3.6,11.5
155,창원,2008-12-30,3.3,-1.2,7.7
155,창원,2008-12-31,-.4,-3.9,5.2
155,창원,2009-01-01,-1.3,-5,2.5
155,창원,2009-01-02,1.6,-2.9,6
155,창원,2009-01-03,3.5,-1.2,9.3
155,창원,2009-01-04,4,.5,7.7
155,창원,2009-01-05,4.1,.4,9
155,창원,2009-01-06,3.2,-.7,7.9
155,창원,2009-01-07,4.6,1.3,9.6
155,창원,2009-01-08,4.5,1.4,8.5
155,창원,2009-01-09,2.1,0,6.2
155,창원,2009-01-10,-.9,-3.5,3.8
155,창원,2009-01-11,-.1,-5.2,5.7
155,창원,2009-01-12,-1.2,-4.7,4.4
155,창원,2009-01-13,-1.2,-5.4,3.2
155,창원,2009-01-14,-.6,-4.4,4.7
155,창원,2009-01-15,-2.2,-7,4.3
155,창원,2009-01-16,.7,-5.7,6.7
155,창원,2009-01-17,3.7,-1.2,8.9
155,창원,2009-01-18,6.2,2.9,10.1
155,창원,2009-01-19,5.2,1.7,9.5
155,창원,2009-01-20,5.2,2.2,10
155,창원,2009-01-21,3.7,1.3,6.5
155,창원,2009-01-22,3.9,.1,9.3
155,창원,2009-01-23,-.1,-6.1,6.2
155,창원,2009-01-24,-3.2,-9.3,2.9
155,창원,2009-01-25,.2,-5.1,6
155,창원,2009-01-26,1.2,-2.6,6.4
155,창원,2009-01-27,1,-3.5,6.4
155,창원,2009-01-28,3.7,-2.2,11.4
155,창원,2009-01-29,3.8,1.2,6
155,창원,2009-01-30,8.4,4.2,10.2
155,창원,2009-01-31,8.5,4.5,11.1
155,창원,2009-02-01,6,.9,11
155,창원,2009-02-02,8.1,2.9,13.1
155,창원,2009-02-03,9.2,6,12.2
155,창원,2009-02-04,8.7,4.2,13
155,창원,2009-02-05,9.2,4.4,15
155,창원,2009-02-06,7.8,3.1,13.6
155,창원,2009-02-07,8.2,3,13.4
155,창원,2009-02-08,7.3,3.2,13.2
155,창원,2009-02-09,6.5,4.1,9.2
155,창원,2009-02-10,6.9,3.9,12
155,창원,2009-02-11,8.2,1.3,16.3
155,창원,2009-02-12,10.3,3.3,15.1
155,창원,2009-02-13,16.5,13.8,18.7
155,창원,2009-02-14,11.9,8.4,17.5
155,창원,2009-02-15,7.8,2.2,15.8
155,창원,2009-02-16,.6,-2.4,5.9
155,창원,2009-02-17,.7,-3.7,6
155,창원,2009-02-18,3.3,-.8,7.4
155,창원,2009-02-19,2.9,1.2,6
155,창원,2009-02-20,3.4,-1.3,7.8
155,창원,2009-02-21,1.4,-3.8,8.1
155,창원,2009-02-22,4.4,2,6.8
155,창원,2009-02-23,9.2,4.5,14.4
155,창원,2009-02-24,10.5,7.7,15.2
155,창원,2009-02-25,10.3,7.4,14.6
155,창원,2009-02-26,8.6,5.2,12.7
155,창원,2009-02-27,7.6,5.2,10.7
155,창원,2009-02-28,8.4,3.6,13.9
155,창원,2009-03-01,9.3,5.2,14.4
155,창원,2009-03-02,6,3,8.8
155,창원,2009-03-03,5,3.2,6.8
155,창원,2009-03-04,7.3,2.9,12.8
155,창원,2009-03-05,8.4,5.6,13.3
155,창원,2009-03-06,8.1,3.2,12.2
155,창원,2009-03-07,5.9,.6,11
155,창원,2009-03-08,9.1,5.2,14.7
155,창원,2009-03-09,9.6,5.8,15.1
155,창원,2009-03-10,10.1,6.8,16.4
155,창원,2009-03-11,8.2,5.3,13.6
155,창원,2009-03-12,9.3,4,13.8
155,창원,2009-03-13,9.7,3.1,14.6
155,창원,2009-03-14,4,-.8,10.4
155,창원,2009-03-15,6.8,-.3,13.9
155,창원,2009-03-16,12.1,6.4,18
155,창원,2009-03-17,13.6,6.8,20
155,창원,2009-03-18,17,13.8,19
155,창원,2009-03-19,16.8,16,18.4
155,창원,2009-03-20,11.1,7.3,16.4
155,창원,2009-03-21,11.6,5.5,15.9
155,창원,2009-03-22,15.4,10,20.7
155,창원,2009-03-23,10.1,5.8,15
155,창원,2009-03-24,8.5,4,13.4
155,창원,2009-03-25,6.1,2,12
155,창원,2009-03-26,8.5,.7,15.1
155,창원,2009-03-27,8.1,3.2,13.8
155,창원,2009-03-28,8.2,4.7,13.9
155,창원,2009-03-29,8.5,5.3,12.4
155,창원,2009-03-30,9.7,6.9,13.7
155,창원,2009-03-31,10.9,7.1,15.4
155,창원,2009-04-01,7.5,4.1,12.2
155,창원,2009-04-02,9.7,3.8,17.2
155,창원,2009-04-03,11.7,7.5,17.5
