trend_window,robust,early_mean,recent_mean,difference_c,last_trend,max_abs_difference_from_baseline
19,True,14.752271211824704,15.042550913940094,0.2902797021153898,15.99431983553766,0.4823771499009162
19,False,14.65206041051411,14.937283868240824,0.28522345772671365,15.985297227850353,0.6387852774805207
25,True,14.781404464248112,15.0639462052763,0.2825417410281883,15.882519098288856,1.2967404927621828e-13
25,False,14.655414618721826,14.92804202349385,0.27262740477202385,15.672071975783393,0.4672530498086864
37,True,14.795415435006184,15.049396133527596,0.2539806985214117,16.07573756705743,0.3332608365490426
37,False,14.665209373749205,14.922365200364801,0.25715582661559644,15.764603912501592,0.4525671339619759
