date,"trend=19, robust=True","trend=19, robust=False","trend=25, robust=True","trend=25, robust=False","trend=37, robust=True","trend=37, robust=False"
2012-09-01,14.393711606003157,14.281709677805662,14.521040895882424,14.297992707369223,14.61269680623114,14.490844122882837
2012-10-01,14.333093325225445,14.257043078365223,14.537908632522042,14.317985730616657,14.65282034629398,14.521041917369962
2012-11-01,14.300193817795819,14.223065533747638,14.570536496604925,14.36184370552747,14.696697317359641,14.556769073415172
2012-12-01,14.299837430361038,14.20724465407929,14.614536904097033,14.415015868250615,14.743121659676238,14.597164776820295
2013-01-01,14.334986871534285,14.233496131594846,14.662264941079037,14.464920310348768,14.789920228405476,14.640754390103643
2013-02-01,14.402437751022116,14.307936053844596,14.708962357482255,14.511385034106937,14.83463867829954,14.685983695001013
2013-03-01,14.497459477595271,14.427431737761585,14.75855082162951,14.567978775870165,14.875475573363609,14.730894648289844
2013-04-01,14.617480267082382,14.577340946768826,14.818090456236,14.644358820506833,14.91147044959271,14.77244454354056
2013-05-01,14.761518624945237,14.743272308360748,14.890107283588513,14.740922408401675,14.942714410244877,14.80841883678263
2013-06-01,14.926045146994142,14.91470549058285,14.974552425157935,14.854572113385352,14.970192335143182,14.837443059913985
2013-07-01,15.099424827727988,15.082006977458837,15.068829908991487,14.97871169064643,14.995639582808783,14.860914991175683
2013-08-01,15.259536814550936,15.230538187334613,15.163559519904924,15.100008711285858,15.020409624004428,14.881202948591639
2013-09-01,15.385318355379432,15.350885298636712,15.245607309413701,15.199459757226425,15.046310093286937,14.902259949801048
2013-10-01,15.468054305014006,15.440737616305393,15.3063719913826,15.260822251262798,15.073703392430465,14.926127031460775
2013-11-01,15.505064231877347,15.488956882520046,15.339406541239397,15.279013143577037,15.100846448253174,14.952321430126412
2013-12-01,15.498133840460484,15.478090699392137,15.344770014163917,15.26106840950853,15.1252241784203,14.979163346764073
2014-01-01,15.447367123799829,15.395016611192652,15.328199530940363,15.221548130126175,15.14475310591084,15.004473455662493
2014-02-01,15.362873430565028,15.2688313134967,15.295659550315468,15.169373647315059,15.157048470377386,15.024508167939663
2014-03-01,15.267688195407251,15.13921691490058,15.25446725767431,15.113514716695231,15.15985511598735,15.034430525440913
2014-04-01,15.180715272015094,15.032296644850826,15.209017520642218,15.058470382677354,15.151781800290333,15.030764179689012
2014-05-01,15.10173973837029,14.945438852374393,15.16283281344636,15.009015889374044,15.131971573597408,15.011739785384375
2014-06-01,15.033331008309197,14.875129787036828,15.1171566311509,14.966485221794496,15.100635090886254,14.97826470122089
2014-07-01,14.975159994458275,14.813162302903562,15.071412437765044,14.928072098675964,15.059720417530517,14.934082775364844
2014-08-01,14.920427542187682,14.752291821272609,15.020754848855558,14.884859595450958,15.01264890079364,14.88333520827449
2014-09-01,14.869367869317271,14.70508948484583,14.960702202203324,14.826767629808128,14.961966644550932,14.828674253348671
2014-10-01,14.826238670577375,14.683983302364513,14.889159830495803,14.751894732959546,14.909937922251316,14.77275805309681
2014-11-01,14.788264642251365,14.679735493849304,14.808246193448264,14.666629028411602,14.859877505138275,14.71931954823978
2014-12-01,14.75267179882218,14.67484053682554,14.72657582114549,14.586462017754288,14.815118744759184,14.671742392619022
2015-01-01,14.706221162601894,14.656384791918912,14.65209112999914,14.527268647480069,14.777740500572449,14.632141928675006
2015-02-01,14.629929313685247,14.617904210970153,14.587053884670732,14.497242248089766,14.74866673661372,14.601706867167863
2015-03-01,14.51744739309863,14.559010367761164,14.527866894664276,14.490372089556137,14.72758701001571,14.580950428592809
2015-04-01,14.380277740710467,14.495366548507619,14.472922038525216,14.496376377383397,14.713604651124959,14.57017983396583
2015-05-01,14.228532906822378,14.445140388361432,14.426528901180372,14.504797967928809,14.705921171477815,14.56934316609891
2015-06-01,14.07153684072432,14.408617562118087,14.395144749358797,14.508432515088556,14.704197686875496,14.577934829062853
2015-07-01,13.954503254324171,14.378074304743972,14.380442114036585,14.504090749232644,14.7069814927036,14.59317467758462
2015-08-01,13.904976895506126,14.350956108181476,14.37972036825075,14.49581985920158,14.712981204799831,14.612160848035476
2015-09-01,13.905631819175143,14.338184270573183,14.388008969076038,14.493438638954897,14.720987715053592,14.632476007814693
2015-10-01,13.937229888806547,14.36109516891725,14.402448269599393,14.503309911205253,14.729359890331358,14.651816598174493
2015-11-01,13.993305211753746,14.42554414856723,14.42136743485403,14.52898114682054,14.73674403093774,14.66830245732627
2015-12-01,14.075034786054351,14.529837525501593,14.445667718876866,14.572077982375777,14.743465337325034,14.682184286115294
2016-01-01,14.186779417175197,14.661962551991842,14.481366190444062,14.631551512746231,14.751010134263495,14.695105020035482
2016-02-01,14.325204436290282,14.793990510441219,14.534926436264712,14.702466022823414,14.761310311968753,14.709540629638711
2016-03-01,14.47137435926516,14.895479078997047,14.60771388516479,14.77829768625409,14.776380658621266,14.728954025998338
2016-04-01,14.603668498925424,14.949371710228748,14.693133685302945,14.849895543067127,14.797068702705669,14.7549539288022
2016-05-01,14.71739014740909,14.973412703420879,14.777405132633898,14.90623994103822,14.823173046440678,14.787532622065607
2016-06-01,14.808483211692343,14.986493416035103,14.846630891472365,14.942692778507324,14.853832435059271,14.825531777629438
2016-07-01,14.869505103411765,14.999857869871134,14.897501207837168,14.96192323591237,14.887429622250993,14.866133292735519
2016-08-01,14.896606191637543,15.012711312715902,14.933978684641222,14.971888739838496,14.920140478122615,14.903740484222629
2016-09-01,14.90188692387674,15.018741616833438,14.96325744216721,14.983225378237698,14.947550675774615,14.932497983517564
2016-10-01,14.90026866776168,15.008586897200807,14.990098380772984,15.002179790669762,14.965782346262776,14.947894475386938
2016-11-01,14.901904777952655,14.9947077214309,15.014955592983528,15.027370974490525,14.972419434649968,14.947970682097186
2016-12-01,14.91251025618987,14.993678788129412,15.034665787643554,15.049737463743158,14.967130051664288,14.93326898338302
2017-01-01,14.931078171813057,15.010563726514816,15.044316498631195,15.057813267325068,14.951547306556265,14.906332181967786
2017-02-01,14.952663814331661,15.03675836919006,15.04242483579648,15.045306305917812,14.928422989400799,14.871185856350007
2017-03-01,14.97204133992327,15.062492130415539,15.028195655004641,15.006946075637126,14.90158264860271,14.832846589332767
2017-04-01,14.979735962707455,15.068450447556916,15.001165660707347,14.942879162866767,14.874669064229325,14.795532157462254
2017-05-01,14.972218183317178,15.034981407691017,14.962380571879999,14.862197444839218,14.849138692268715,14.760764351413345
2017-06-01,14.944538349472605,14.951355473865698,14.915362884432863,14.777433920024588,14.823874504257306,14.72715223391774
2017-07-01,14.887434234713322,14.826701117142258,14.863902900383817,14.696368799589887,14.79781741952024,14.693597194554519
2017-08-01,14.806784600005546,14.69160961460885,14.814395417819446,14.624868523219972,14.771191526819793,14.660930946421947
2017-09-01,14.726913651649507,14.574978608679764,14.77317418959083,14.569343370855156,14.744958791488438,14.629866192071901
2017-10-01,14.6547370710795,14.470250614536047,14.742259259694357,14.531505543372997,14.719721427940604,14.600751596101361
2017-11-01,14.58956114382789,14.372036087213699,14.716020545426993,14.504194157865443,14.69517518579671,14.57305386566818
2017-12-01,14.535280011872711,14.293979900138805,14.686044640099224,14.47532276707446,14.670081430962176,14.545369222241671
2018-01-01,14.495262618520169,14.248474881853479,14.645827627125726,14.433112050965534,14.643829248910984,14.516672196182933
2018-02-01,14.45997102047214,14.222977164411205,14.595423611843987,14.376863703905286,14.61596522058619,14.486076711879418
2018-03-01,14.425969415767325,14.206317198444681,14.543650399866756,14.318446393029443,14.586131219547358,14.453231524622451
2018-04-01,14.40550776365184,14.207287683352515,14.500272447955393,14.27433063395704,14.555017604651034,14.419258142253533
2018-05-01,14.409958373781059,14.23164618933124,14.469622055864729,14.252513296279776,14.524451392717697,14.38654018444873
2018-06-01,14.446389463370318,14.28488915185965,14.453110122349589,14.25414812919115,14.496871438740559,14.35802205324526
2018-07-01,14.503684790886133,14.36145442498355,14.454159450427781,14.278978197125925,14.474278848505017,14.336076518951469
2018-08-01,14.557267993938263,14.434051296502592,14.469314379441535,14.317697367816992,14.459084389141784,14.324192590715588
2018-09-01,14.589539570457003,14.472290339286104,14.488929208854115,14.356674378535928,14.4535927224798,14.326403205954366
2018-10-01,14.601268108592828,14.46922388588982,14.501625613160844,14.38382749386284,14.459442587610678,14.344830082459671
2018-11-01,14.59466130975383,14.429584503180564,14.504992744283967,14.39253882013407,14.475938459023546,14.377661303838153
2018-12-01,14.574578952414647,14.36795127568512,14.507601998245223,14.386313480534902,14.500701297970975,14.420288436074133
2019-01-01,14.548320734964877,14.303106178457732,14.518691228700252,14.376053624478217,14.530612237088981,14.467569632278588
2019-02-01,14.535468265786195,14.259503156704982,14.543171530218492,14.377280522490246,14.562681553804122,14.514128758133692
2019-03-01,14.554966298335646,14.263183125317687,14.581592201824272,14.40450712848686,14.594374960990141,14.553880255811285
2019-04-01,14.61025351458112,14.319814632084107,14.63301307799979,14.460194535991352,14.623676526471996,14.582821221359453
2019-05-01,14.68814508582394,14.412180822044306,14.693371979476431,14.53535042352416,14.648489397639112,14.598694473606871
2019-06-01,14.771210322639002,14.526303341214064,14.758766783911595,14.615927398321414,14.667856840956683,14.602242799666776
2019-07-01,14.850796926507451,14.649306776340847,14.820480184719257,14.688763317819694,14.68196138653661,14.596586590052766
2019-08-01,14.926013213183513,14.766147835743293,14.872594212644751,14.741539925327773,14.691177544457679,14.585304381591579
2019-09-01,15.002532623275865,14.855779947177297,14.915189251714374,14.763450162174578,14.69648386369751,14.571777617862157
2019-10-01,15.074814302563132,14.917961336338863,14.951573732986109,14.760108165748305,14.70001519127258,14.5595111476154
2019-11-01,15.13741176020828,14.956137780911549,14.980899229328074,14.742379198761137,14.704522289966834,14.551680195988608
2019-12-01,15.188001296071326,14.954057970641893,14.999631287187459,14.719028104750043,14.711806447336345,14.550296125381657
2020-01-01,15.216979253823057,14.918060797546355,15.007435764719169,14.696114453653319,14.7216226483389,14.554868630757138
2020-02-01,15.207529048385423,14.854452886573801,15.000682523513797,14.671599914322313,14.732461751170804,14.563074943232717
2020-03-01,15.155576684517179,14.75699599826838,14.978872618950207,14.639896025869689,14.743129779255607,14.573052010317802
2020-04-01,15.08131356880228,14.629160234679826,14.947287519855761,14.601462061580978,14.752722324322452,14.583179577223266
2020-05-01,14.985699431695837,14.480289531113325,14.910823329957923,14.55990598001587,14.760860875000827,14.592171514732444
2020-06-01,14.874191146203646,14.329388853438736,14.869973191425153,14.515538622908428,14.76746443508649,14.598958718049731
2020-07-01,14.766090480769924,14.210397121533735,14.825783955443361,14.469778746499257,14.772121140926737,14.602330820194771
2020-08-01,14.68357181335865,14.15181235907202,14.779719485989572,14.427488726613126,14.773573867256447,14.601077747065943
2020-09-01,14.63654148185924,14.16815672351263,14.73750430860074,14.39704818853088,14.770815185999624,14.594470928173108
2020-10-01,14.61023499295826,14.243104694200122,14.7015588289622,14.3819802339775,14.76339178711832,14.582036594128823
2020-11-01,14.594968968494129,14.34321679102222,14.673679404282954,14.385854939729898,14.752497178757904,14.565344542915897
2020-12-01,14.585482038608646,14.444097083158626,14.655084082393776,14.41263751174138,14.74036097852964,14.547501682300348
2021-01-01,14.574719914206767,14.528148960729215,14.645120641668036,14.45921260072609,14.730896527107786,14.533193353424243
2021-02-01,14.571169151022211,14.600092219849872,14.645549866531233,14.516843644848874,14.728038181342194,14.526890564874995
2021-03-01,14.589229307848845,14.664726984876777,14.65606869443127,14.575496240016534,14.733942802783385,14.5316819430617
2021-04-01,14.626844593206826,14.71547324058669,14.676238874300452,14.625634610898308,14.74779398253196,14.547796918452946
2021-05-01,14.67735931295408,14.762611699266335,14.707200700960682,14.6657257735923,14.766896146206363,14.573283764073107
2021-06-01,14.723959005695104,14.789630698948406,14.748080699395569,14.695490539214596,14.788196607090368,14.60515800717461
2021-07-01,14.76251313825275,14.779094612150326,14.794966296271424,14.716263499934229,14.80998617998431,14.63996268140796
2021-08-01,14.798133713399503,14.738049929140432,14.843053950881211,14.734235938641792,14.831245603248883,14.672384188279688
2021-09-01,14.834575525452316,14.687045086204858,14.88624456518014,14.748744296304059,14.85074846372429,14.69874363237648
2021-10-01,14.88522385286299,14.658788788620777,14.920357559836372,14.757297604776271,14.86817651407386,14.718854370860122
2021-11-01,14.949140406838012,14.672513801504115,14.942871314250159,14.758040273628549,14.884712019413842,14.734755997601349
2021-12-01,15.012091218556739,14.71774732684466,14.953980275731924,14.752595294104204,14.90082193582136,14.747415417072677
2022-01-01,15.056509737877239,14.763852418152224,14.962038598364849,14.749540711142796,14.916244772439848,14.757471010402279
2022-02-01,15.07292869644608,14.787778016999006,14.971961917642867,14.748325689002527,14.93086446181109,14.766630961117846
2022-03-01,15.06474035411765,14.790325442839904,14.98128162930161,14.744364830093467,14.944358056104527,14.775245810725774
2022-04-01,15.04019897847056,14.787677714710236,14.98641607126413,14.74043611292467,14.957634443448889,14.784634351345554
2022-05-01,14.997976343655017,14.772135160857507,14.989507406714589,14.74474614544928,14.97183058497089,14.7961838357066
2022-06-01,14.947165784890611,14.754828176544288,14.992835269580688,14.761663646990671,14.986968707014597,14.810270995892392
2022-07-01,14.89637490529128,14.757064505502818,14.996632959017361,14.789071570892107,15.002717150493991,14.826757365029462
2022-08-01,14.848985655463308,14.786066365004677,14.999075674734824,14.821288443001492,15.018916708021223,14.845403808885806
2022-09-01,14.81144810710018,14.825728214346901,14.997846707176217,14.854512928239993,15.035076334250661,14.865363193544976
2022-10-01,14.788614249680103,14.853483266746405,14.994811262871597,14.886464424585673,15.050420549798313,14.88683558352005
2022-11-01,14.777689405936872,14.865592242459494,14.992248100613672,14.913682321322469,15.064613905221673,14.910080259985367
2022-12-01,14.774199005130686,14.878793506041443,14.9904743168121,14.931868983001134,15.078843014366557,14.936208648256253
2023-01-01,14.788155049328422,14.904485197535646,14.988928269446747,14.93729989138844,15.094472489772022,14.965826983159038
2023-02-01,14.826637500910728,14.946384645575536,14.991968105921648,14.93853980179549,15.112627668523574,14.999122520637489
2023-03-01,14.88177887512895,14.995020496411687,15.007119134838474,14.952098200865375,15.134801273644042,15.036818404884045
2023-04-01,14.94273646503275,15.03833983004324,15.0374661906517,14.987974504343706,15.162325538076502,15.079520075477296
2023-05-01,14.994954315734198,15.07071047944882,15.079558589599221,15.041778230495312,15.195804050243636,15.127495531900038
2023-06-01,15.042104807496099,15.103274457399303,15.128939269480428,15.107389746469538,15.23575996854692,15.180640344668962
2023-07-01,15.094490957909622,15.149458268079519,15.182782402620479,15.179027083509013,15.282280290439926,15.238484995250692
2023-08-01,15.152313034707529,15.196848655444635,15.238759426827077,15.248867961837922,15.33482971528365,15.300697210340378
2023-09-01,15.217028023880907,15.237207239635662,15.298678842928688,15.314280212256774,15.39250806783618,15.366188489736334
2023-10-01,15.293658667919525,15.289066512342979,15.365468616669999,15.377799239356966,15.453466285691954,15.431046399899431
2023-11-01,15.377526165189858,15.36113239155912,15.440001546348862,15.443174693113269,15.514543957895828,15.490941931775932
2023-12-01,15.463245066367758,15.44708917525497,15.520531970623537,15.511549164194932,15.572255478861543,15.542598660795708
2024-01-01,15.556112972480149,15.545013999286143,15.606573843193148,15.590473754513283,15.624026473155334,15.5845682064135
2024-02-01,15.663798211994013,15.662869145380322,15.693859381794166,15.680849244280335,15.668766089210777,15.6171197035677
2024-03-01,15.783122332239005,15.79704675870333,15.777537798057752,15.77235099163978,15.707318958136835,15.642524161638432
2024-04-01,15.904073416512894,15.931629160275175,15.855350530796066,15.84813855791332,15.741088003640236,15.663018467395261
2024-05-01,16.014185631436916,16.050876412941143,15.923436913448189,15.900680284275658,15.771640787112114,15.680306854254326
2024-06-01,16.099384238600766,16.128080158212892,15.975686390441744,15.928020562986495,15.800225587363787,15.695847505020367
2024-07-01,16.15372128970932,16.13672357366318,16.00807119385869,15.931020170632513,15.812215094875421,15.694864344485612
2024-08-01,16.175824392938605,16.08594503203334,16.02403448534996,15.91537303225861,15.827681658730933,15.699547522739326
2024-09-01,16.169027453463777,16.006244699911207,16.02966652894341,15.887956716283922,15.846177089886384,15.708214622462012
2024-10-01,16.137316992894565,15.918845730854313,16.028506703375747,15.853911145207505,15.866331478676205,15.71877486531037
2024-11-01,16.092801767052897,15.83549989526712,16.024074975917763,15.81838233000408,15.887031784022108,15.72971294272005
2024-12-01,16.05097732109366,15.758729942598531,16.018749655692773,15.786755065437465,15.907521214235055,15.740057563798032
2025-01-01,16.01464232483538,15.692995589367447,16.008316425366793,15.76939771846064,15.927298449675357,15.749195443431523
2025-02-01,15.974033915226089,15.628161785902915,15.998594282520175,15.757286270948448,15.946063953259653,15.756757949979384
2025-03-01,15.926027130425355,15.561705241934364,15.98692720431703,15.743350243435478,15.963655631452156,15.762589637747027
2025-04-01,15.918389901266485,15.57341053449521,15.973548872613309,15.727901414483865,15.979998768548386,15.76675743260587
2025-05-01,15.913683696475706,15.597856214299911,15.959202867078448,15.7123746484834,15.995105206595722,15.769425612084948
2025-06-01,15.91195098922875,15.630959353537158,15.944714352600549,15.698024172787456,16.009061194974805,15.770811612882124
2025-07-01,15.914996784963671,15.673325359838476,15.930856925628607,15.685870647403867,16.022005216379398,15.771168259302554
2025-08-01,15.923099047832642,15.724197872969127,15.91815077095669,15.676566554135329,16.034073744225307,15.770728861744923
2025-09-01,15.935626144351382,15.781945858515886,15.90683557830981,15.670389546430247,16.045374082197792,15.769677529562054
2025-10-01,15.95201783105811,15.845240700000772,15.897082571580627,15.667510780624589,16.056016391645834,15.7681910601647
2025-11-01,15.971815595907772,15.913282566675353,15.888995812515358,15.66808187332136,16.066109654672164,15.7664516082843
2025-12-01,15.99431983553766,15.985297227850353,15.882519098288856,15.672071975783393,16.07573756705743,15.764603912501592
